hmdb,name,conc,biotype,pubmed,references,notes,conc_unit
HMDB0002387,Beryllium,0.0111 - 0.0266 - 0.0421,blood,16244392,,Both,uM
HMDB0002387,Beryllium,0.026 - 0.045 - 0.064, csf,22546835,,Not Specified,uM
HMDB0002409,"N-[(3a,5b,7b)-7-hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]-Glycine",0 - 0.75 - 2.33,feces,22664055,,Not Specified,nmol/g of feces
HMDB0002428,Terephthalic acid,0.0194 - 0.0785 - 0.1376,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Male,uM
HMDB0002428,Terephthalic acid,0.165 - 0.546 - 0.927,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Female,uM
HMDB0002428,Terephthalic acid,2.12 - 3.72 - 5.32,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Female,uM
HMDB0002428,Terephthalic acid,2.33 - 3.94 - 5.55,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Female,uM
HMDB0002428,Terephthalic acid,2.06 - 3.95 - 5.84,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Female,uM
HMDB0002428,Terephthalic acid,3.82 - 5.01 - 6.2,saliva,,Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.,Both,uM
HMDB0002432,Sumiki's acid,1.4 - 15.1 - 28.8,urine,8087979,,Both,umol/mmol creatinine
HMDB0002432,Sumiki's acid,0.9 - 12.2 - 34.4,urine,8087979,,Both,umol/mmol creatinine
HMDB0002432,Sumiki's acid,0.9 - 3.2 - 44.0,urine,8087979,,Both,umol/mmol creatinine
HMDB0002432,Sumiki's acid,0.8 - 7.3 - 26.1,urine,8087979,,Both,umol/mmol creatinine
HMDB0002432,Sumiki's acid,4.406 - 9.143 - 13.88,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0002453,4-Deoxythreonic acid,7.0 - 14.0 - 21.0,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0002453,4-Deoxythreonic acid,15.0 - 25.0 - 35.0,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992",Both,umol/mmol creatinine
HMDB0002453,4-Deoxythreonic acid,5.6 - 18.2 - 23.9,urine,24023812,,Both,umol/mmol creatinine
HMDB0002453,4-Deoxythreonic acid,4.4 - 12.3 - 19.8,urine,24023812,,Both,umol/mmol creatinine
HMDB0002453,4-Deoxythreonic acid,83.216 - 307.674 - 532.132,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0002457,Nickel,0.036 - 0.053 - 0.07,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 85-88. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992. ",Male,uM
HMDB0002457,Nickel,0.026 - 0.046 - 0.066,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 85-88. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992. ",Female,uM
HMDB0002457,Nickel,0 - 0.64 - 1.36,blood,16244393,,Both,uM
HMDB0002457,Nickel,0.0013 - 0.0028 - 0.0043,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by Cornelius Lentner.; West Cadwell, N.J. : Medical education Div., Ciba-Geigy Corp.; Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0002457,Nickel,0 - 0.097 - 0.206, csf,22546835,,Not Specified,uM
HMDB0002457,Nickel,0.01122 - 0.01415 - 0.01743,blood,,Report on Human Biomonitoring of Environmental Chemicals in Canada (2010). ISBN 978-1-100-15618-7. Cat no. H128-1/10-601E,Both,uM
HMDB0002457,Nickel,0.01053 - 0.01277 - 0.01536,blood,,Report on Human Biomonitoring of Environmental Chemicals in Canada (2010). ISBN 978-1-100-15618-7. Cat no. H128-1/10-601E,Both,uM
HMDB0002457,Nickel,0.00302 - 0.0042 - 0.00572,urine,,Report on Human Biomonitoring of Environmental Chemicals in Canada (2010). ISBN 978-1-100-15618-7. Cat no. H128-1/10-601E,Both,umol/mmol creatinine
HMDB0002457,Nickel,0.00254 - 0.00345 - 0.00447,urine,,Report on Human Biomonitoring of Environmental Chemicals in Canada (2010). ISBN 978-1-100-15618-7. Cat no. H128-1/10-601E,Both,umol/mmol creatinine
HMDB0002457,Nickel,0.0015 - 0.008 - 0.045,urine,24023812,,Both,umol/mmol creatinine
HMDB0002457,Nickel,0.073 - 0.108 - 0.143,saliva,,"Zerihun T. Dame, Farid Aziat, Rupasri Mandal, Ram Krishnamurthy, Souhaila Bouatra, Shima Borzouie, An Chi Guo, Tanvir Sajed, Lu Deng, Hong Lin, Philip Liu, Edison Dong, David S. Wishart """"The human saliva metabolome"""" Metabolomics (2015) DOI 10.1007/s11306-015-0840-5",Both,uM
HMDB0002457,Nickel,0.171 - 0.341 - 0.511,saliva,,Natheer H. Al-Rawi and Nazar G. A. Talabani. Quantitative analysis of trace elements in saliva of oral cancer patients from Iraq. J College Dentistry. 2005 Vol.17(2) p32-35.,Not Specified,uM
HMDB0002466,3-Hydroxybenzoic acid,0.56 - 1.0 - 1.44,urine,12663291,,Both,umol/mmol creatinine
HMDB0002466,3-Hydroxybenzoic acid,0.085 - 0.121 - 0.157,urine,19812218,,Male,umol/mmol creatinine
HMDB0002466,3-Hydroxybenzoic acid,0.096 - 0.119 - 0.142,blood,19812218,,Male,uM
HMDB0002466,3-Hydroxybenzoic acid,0.088 - 0.103 - 0.118,blood,19812218,,Male,uM
HMDB0002466,3-Hydroxybenzoic acid,0.125 - 0.149 - 0.173,blood,19812218,,Male,uM
HMDB0002466,3-Hydroxybenzoic acid,0.138 - 0.194 - 0.25,blood,19812218,,Male,uM
HMDB0002466,3-Hydroxybenzoic acid,0.08 - 0.09 - 0.1,blood,19812218,,Male,uM
HMDB0002466,3-Hydroxybenzoic acid,0.083 - 0.089 - 0.095,blood,19812218,,Male,uM
HMDB0002466,3-Hydroxybenzoic acid,0.081 - 0.089 - 0.097,blood,19812218,,Male,uM
HMDB0002466,3-Hydroxybenzoic acid,0.075 - 1.273 - 2.471,blood,19812218,,Male,uM
HMDB0002466,3-Hydroxybenzoic acid,0 - 4.272 - 8.688,feces,24010549,,Both,nmol/g of feces
HMDB0002466,3-Hydroxybenzoic acid,2.244 - 4.561 - 6.878,feces,24010549,,Both,nmol/g of feces
HMDB0002466,3-Hydroxybenzoic acid,3.33 - 6.878 - 10.426,feces,24010549,,Both,nmol/g of feces
HMDB0002466,3-Hydroxybenzoic acid,0 - 7.53 - 17.304,feces,24010549,,Both,nmol/g of feces
HMDB0002500,Bromide,18.0 - 29.0 - 48.0, csf,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0002500,Bromide,33.0 - 43.3 - 67.2,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 80-82. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Male,uM
HMDB0002500,Bromide,32.9 - 50.6 - 73.8,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 80-82. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Female,uM
HMDB0002500,Bromide,42.8 - 64.3 - 93.2,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by Cornelius Lentner., West Cadwell, N.J. : Medical education Div., Ciba-Geigy Corp., Basle, Switzerland c1981-1992.",Female,uM
HMDB0002500,Bromide,1.71 - 3.03 - 4.35,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0002500,Bromide,2.44 - 5.4 - 7.03,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0002500,Bromide,38.0 - 50.0 - 62.0,blood,8320326,,Both,uM
HMDB0002501,Germanium,0.49 - 1.58 - 2.6,urine,11253021,,Both,umol/mmol creatinine
HMDB0002501,Germanium,0.003 - 0.006 - 0.009,saliva,,"Zerihun T. Dame, Farid Aziat, Rupasri Mandal, Ram Krishnamurthy, Souhaila Bouatra, Shima Borzouie, An Chi Guo, Tanvir Sajed, Lu Deng, Hong Lin, Philip Liu, Edison Dong, David S. Wishart """"The human saliva metabolome"""" Metabolomics (2015) DOI 10.1007/s11306-015-0840-5",Both,uM
HMDB0002503,Vanadium,0.00069 - 0.00092 - 0.0013,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 85-88. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992. ",Male,uM
HMDB0002503,Vanadium,0.00033 - 0.00047 - 0.00061,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 85-88. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992. ",Female,uM
HMDB0002503,Vanadium,0.002 - 0.003 - 0.004, csf,,,Both,uM
HMDB0002503,Vanadium,0.00061 - 0.0012 - 0.00179,blood,16244393,,Both,uM
HMDB0002503,Vanadium,0.00062 - 0.0016 - 0.00258,blood,16244395,,Both,uM
HMDB0002503,Vanadium,0.333 - 0.404 - 0.475, csf,22546835,,Not Specified,uM
HMDB0002503,Vanadium,0.004 - 0.033 - 0.083,urine,24023812,,Both,umol/mmol creatinine
HMDB0002503,Vanadium,0.383 - 0.583 - 0.783,saliva,,"Zerihun T. Dame, Farid Aziat, Rupasri Mandal, Ram Krishnamurthy, Souhaila Bouatra, Shima Borzouie, An Chi Guo, Tanvir Sajed, Lu Deng, Hong Lin, Philip Liu, Edison Dong, David S. Wishart """"The human saliva metabolome"""" Metabolomics (2015) DOI 10.1007/s11306-015-0840-5",Both,uM
HMDB0002504,3-Sulfodeoxycholic acid,0 - 9.36 - 24.87,feces,22664055,,Not Specified,nmol/g of feces
HMDB0002511,"3,4,5-Trimethoxycinnamic acid",0.037 - 0.046 - 0.055,urine,19812218,,Male,umol/mmol creatinine
HMDB0002580,Taurolithocholic acid 3-sulfate,0.14 - 0.77 - 1.4,feces,22664055,,Not Specified,nmol/g of feces
HMDB0002586,Chenodeoxycholic acid 3-sulfate,0 - 0.1 - 1.0,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by Cornelius Lentner.; West Cadwell, N.J. : Medical education Div., Ciba-Geigy Corp.; Basel, Switzerland c1981-1992.",Both,uM
HMDB0002586,Chenodeoxycholic acid 3-sulfate,0 - 1.06 - 2.26,feces,22664055,,Not Specified,nmol/g of feces
HMDB0002601,"A,b-Dihydroxyisobutyric acid",0 - 1.0 - 2.0,urine,,"Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992.",Both,umol/mmol creatinine
HMDB0002639,Sulfolithocholylglycine,0.05 - 0.06 - 0.07,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by Cornelius Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0002639,Sulfolithocholylglycine,0.02 - 1.26 - 2.5,feces,22664055,,Not Specified,nmol/g of feces
HMDB0002642,Ursodeoxycholic acid 3-sulfate,0.1 - 0.19 - 0.7,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0002642,Ursodeoxycholic acid 3-sulfate,19.0 - 38.0 - 57.0,blood,8675157,,Both,uM
HMDB0002642,Ursodeoxycholic acid 3-sulfate,0 - 1.43 - 4.81,feces,22664055,,Not Specified,nmol/g of feces
HMDB0002643,3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid,1.1 - 91.5 - 181.9,urine,20423563,,Male,umol/mmol creatinine
HMDB0002643,3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid,29.6 - 85.5 - 141.4,urine,20423563,,Female,umol/mmol creatinine
HMDB0002643,3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid,0 - 39.8 - 90.0,urine,20423563,,Not Specified,umol/mmol creatinine
HMDB0002643,3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid,0.8 - 16.0 - 83.0,urine,2702744,,Both,umol/mmol creatinine
HMDB0002643,3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid,0.9 - 4.2 - 15.3,urine,24023812,,Both,umol/mmol creatinine
HMDB0002643,3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid,1.4 - 5.9 - 22.1,urine,24023812,,Both,umol/mmol creatinine
HMDB0002643,3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid,12.821 - 69.556 - 126.291,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0002655,Isorhamnetin,0.04 - 0.043 - 0.046,blood,16294501,,Not Specified,uM
HMDB0002655,Isorhamnetin,0 - 0.0065 - 0.013,urine,16197573,,Both,umol/mmol creatinine
HMDB0002655,Isorhamnetin,0.0125 - 0.019 - 0.0255,urine,16197573,,Both,umol/mmol creatinine
HMDB0002655,Isorhamnetin,0.0126 - 0.0546 - 0.0966,urine,26814424,,Both,umol/mmol creatinine
HMDB0002655,Isorhamnetin,0 - 0.03 - 0.06,urine,16870009,,Both,umol/mmol creatinine
HMDB0002655,Isorhamnetin,0 - 0.0333 - 0.0666,urine,16870009,,Both,umol/mmol creatinine
HMDB0002655,Isorhamnetin,0 - 0.0388 - 0.0842,blood,20851305,,Both,uM
HMDB0002655,Isorhamnetin,0 - 0.0399 - 0.0849,blood,19747418,,Both,uM
HMDB0002656,Prostaglandin A1,2.6e-05 - 7.4e-05 - 0.000122,blood,1159043,,Both,uM
HMDB0002659,Silver,0.0005 - 0.0025 - 0.0046, csf,1641639,,Both,uM
HMDB0002659,Silver,0.0005 - 0.0063 - 0.0121,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0002666,Thiamine monophosphate,0.0019 - 0.0043 - 0.0067, csf,12111441,,Both,uM
HMDB0002670,Naringenin,0 - 0.02 - 0.07,blood,12421849,,Both,uM
HMDB0002670,Naringenin,0 - 0.0065 - 0.0195,urine,16197573,,Both,umol/mmol creatinine
HMDB0002670,Naringenin,0 - 0.032 - 0.064,urine,16197573,,Both,umol/mmol creatinine
HMDB0002670,Naringenin,0.006 - 0.019 - 0.032,urine,16197573,,Both,umol/mmol creatinine
HMDB0002670,Naringenin,0 - 0.019 - 0.045,urine,16197573,,Both,umol/mmol creatinine
HMDB0002670,Naringenin,0.8 - 1.62 - 2.44,urine,16197573,,Both,umol/mmol creatinine
HMDB0002670,Naringenin,0.35 - 0.55 - 0.75,urine,16197573,,Both,umol/mmol creatinine
HMDB0002670,Naringenin,0 - 0.234 - 0.602,urine,26814424,,Both,umol/mmol creatinine
HMDB0002670,Naringenin,0 - 0.00815 - 0.02355,blood,12395214,,Female,uM
HMDB0002670,Naringenin,0.0391 - 0.137 - 0.2349,urine,17538531,,Both,umol/mmol creatinine
HMDB0002670,Naringenin,0 - 0.56 - 1.89,urine,16870009,,Both,umol/mmol creatinine
HMDB0002670,Naringenin,0 - 0.66 - 2.253,urine,16870009,,Both,umol/mmol creatinine
HMDB0002685,Prostaglandin F1a,0.0003443 - 0.000376 - 0.0004077,blood,9390965,,Both,uM
HMDB0002689,"13,14-Dihydro PGE1",2.2e-06 - 2.8e-06 - 3.6e-06,blood,8070511,,Both,uM
HMDB0002697,19-Norandrosterone,0.09 - 0.56 - 1.03,blood,16714373,,Both,uM
HMDB0002697,19-Norandrosterone,0.00035 - 0.012 - 0.024,urine,15867559,,Both,umol/mmol creatinine
HMDB0002708,Cyanidin,0.01 - 0.02 - 0.03,blood,17709440,,Not Specified,uM
HMDB0002708,Cyanidin,0.78 - 1.04 - 1.3,urine,17709440,,Not Specified,umol/mmol creatinine
HMDB0002710,Prostaglandin J2,7.0e-06 - 7.2e-05 - 0.000137,blood,21359215; 18953024,,Both,uM
HMDB0002710,Prostaglandin J2,2.4e-05 - 2.7e-05 - 3.0e-05,blood,20671299,,Both,uM
HMDB0002712,"1,5-Anhydrosorbitol",73.0 - 150.0 - 243.0,blood,7859616,,Not Specified,uM
HMDB0002712,"1,5-Anhydrosorbitol",11.0 - 53.0 - 95.0, csf,,"Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.",Both,uM
HMDB0002712,"1,5-Anhydrosorbitol",140.0 - 150.0 - 171.0,blood,17659063,,Female,uM
HMDB0002712,"1,5-Anhydrosorbitol",80.7 - 110.9 - 141.1, csf,8595727,,Both,uM
HMDB0002712,"1,5-Anhydrosorbitol",12.0 - 25.0 - 38.0, csf,18502700,,Both,uM
HMDB0002712,"1,5-Anhydrosorbitol",95.0 - 130.0 - 178.0,blood,17659063,,Male,uM
HMDB0002719,Desmosterol,2.7 - 2.9 - 3.1,blood,2010161,,Not Specified,uM
HMDB0002719,Desmosterol,1.33 - 2.37 - 3.41,blood,16807145,,Not Specified,uM
HMDB0002719,Desmosterol,1.743 - 1.81 - 1.877,blood,20671299,,Both,uM
HMDB0002719,Desmosterol,0.773 - 0.79 - 0.807,blood,20671299,,Both,uM
HMDB0002720,Gestrinone,0.011 - 0.25 - 0.6,blood,11076067,,Both,uM
HMDB0002721,1-Methylinosine,0.046 - 0.073 - 0.1,blood,,"Xu G, Enderle H, Liebich H, Lu P. Study of Normal and Modified Nucleosides in Serum by RP-HPLC. Chromatographia 2000, 52(3/4), 152-158.",Not Specified,uM
HMDB0002721,1-Methylinosine,0.046 - 0.068 - 0.09,blood,1582018,,Male,uM
HMDB0002721,1-Methylinosine,0.0506 - 0.0716 - 0.0926,blood,1582018,,Both,uM
HMDB0002721,1-Methylinosine,0.0426 - 0.0606 - 0.0786,blood,1582018,,Female,uM
HMDB0002721,1-Methylinosine,0.0393 - 0.0553 - 0.0713,blood,1582018,,Both,uM
HMDB0002721,1-Methylinosine,0.95 - 1.13 - 1.31,urine,9129323,,Both,umol/mmol creatinine
HMDB0002725,Nandrolone,0.0051 - 0.0145 - 0.0239,blood,16714373,,Both,uM
HMDB0002728,Thyroxine sulfate,1.78e-05 - 1.9e-05 - 2.02e-05,blood,8421080,,Both,uM
HMDB0002728,Thyroxine sulfate,1.67e-05 - 2.1e-05 - 2.53e-05,blood,8421080,,Female,uM
HMDB0002728,Thyroxine sulfate,0.000219 - 0.000245 - 0.000271,blood,8421080,,Both,uM
HMDB0002730,Nicotinamide N-oxide,278.7 - 283.0 - 287.3,blood,1491034,,Not Specified,uM
HMDB0002752,Prostaglandin A2,0 - 4.48e-05 - 0.0005408,blood,1153801,,Both,uM
HMDB0002752,Prostaglandin A2,0.0008 - 0.001 - 0.0012,blood,948620,,Male,uM
HMDB0002752,Prostaglandin A2,0 - 7.47e-05 - 0.0003287,blood,1153801,,Both,uM
HMDB0002752,Prostaglandin A2,0.0006 - 0.0008 - 0.001,blood,948620,,Male,uM
HMDB0002752,Prostaglandin A2,0 - 0.000167 - 0.000568,blood,1153801,,Not Specified,uM
HMDB0002752,Prostaglandin A2,0.0015 - 0.0019 - 0.0023,blood,948620,,Male,uM
HMDB0002752,Prostaglandin A2,0.0019 - 0.0027 - 0.0035,blood,948620,,Male,uM
HMDB0002755,Myricetin,0.62 - 45.0 - 94.2,blood,9892086,,Both,uM
HMDB0002759,Androsterone sulfate,0.8 - 11.1 - 21.4,blood,,Merck Manual of Diagnosis and Therapy.,Male,uM
HMDB0002759,Androsterone sulfate,0.0069 - 0.39 - 0.81,urine,18501914,,Both,umol/mmol creatinine
HMDB0002776,"13,14-Dihydro-15-keto-PGE2",0 - 0.0005 - 0.00825,blood,2608695,,Male,uM
HMDB0002776,"13,14-Dihydro-15-keto-PGE2",4.8e-05 - 0.000136 - 0.000224,blood,6948952,,Both,uM
HMDB0002776,"13,14-Dihydro-15-keto-PGE2",0 - 0.0005 - 0.0087,blood,2608695,,Female,uM
HMDB0002776,"13,14-Dihydro-15-keto-PGE2",0.163 - 0.18 - 0.197,urine,9373880,,Female,umol/mmol creatinine
HMDB0002776,"13,14-Dihydro-15-keto-PGE2",0.208 - 0.25 - 0.292,urine,9373880,,Female,umol/mmol creatinine
HMDB0002776,"13,14-Dihydro-15-keto-PGE2",0.000335 - 0.000397 - 0.000459,blood,20671299,,Both,uM
HMDB0002776,"13,14-Dihydro-15-keto-PGE2",0.000171 - 0.000389 - 0.000607,blood,3741918,,Both,uM
HMDB0002780,Catechin,0.641 - 0.65 - 0.659,blood,12494303,,Female,uM
HMDB0002780,Catechin,1.076 - 1.223 - 1.37,blood,12494303,,Female,uM
HMDB0002780,Catechin,0 - 0.0058 - 0.0168,urine,12650759,,Both,umol/mmol creatinine
HMDB0002780,Catechin,0.0015 - 0.0125 - 0.0235,urine,26814424,,Both,umol/mmol creatinine
HMDB0002786,Nitrite,60.0 - 180.0 - 300.0,saliva,11997029,,Both,uM
HMDB0002786,Nitrite,0 - 0.17 - 0.35,blood,,"Geigy Scientific Tables, 8th Rev edition, pp. 81-83. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992. ",Both,uM
HMDB0002786,Nitrite,0.95 - 1.41 - 1.87, csf,12888419,,Both,uM
HMDB0002786,Nitrite,29.9 - 32.0 - 34.1,blood,8411284,,Both,uM
HMDB0002786,Nitrite,25.9 - 28.2 - 30.5,blood,8411284,,Female,uM
HMDB0002786,Nitrite,34.0 - 36.8 - 39.6,blood,8411284,,Male,uM
HMDB0002786,Nitrite,14.04 - 15.53 - 17.02, csf,14597241,,Female,uM
HMDB0002786,Nitrite,5.18 - 5.57 - 5.96, csf,14597241,,Female,uM
HMDB0002789,Zeaxanthin,0.009 - 0.032 - 0.055,blood,17306793,,Both,uM
HMDB0002789,Zeaxanthin,0 - 0.04 - 0.08,blood,15705230,,Both,uM
HMDB0002789,Zeaxanthin,0.376 - 0.382 - 0.388,blood,18300693,,Female,uM
HMDB0002789,Zeaxanthin,0.2 - 0.31 - 0.42,blood,15051849,,Both,uM
HMDB0002789,Zeaxanthin,0.22 - 0.32 - 0.42,blood,15051849,,Both,uM
HMDB0002789,Zeaxanthin,0.21 - 0.39 - 0.57,blood,15051849,,Both,uM
HMDB0002789,Zeaxanthin,0.22 - 0.4 - 0.58,blood,15051849,,Both,uM
HMDB0002789,Zeaxanthin,0 - 0.153 - 0.313,blood,17408529,,Female,uM
HMDB0002789,Zeaxanthin,0.2 - 0.36 - 0.52,blood,15051849,,Female,uM
HMDB0002789,Zeaxanthin,0.2 - 0.36 - 0.52,blood,15051849,,Female,uM
HMDB0002789,Zeaxanthin,0.29 - 0.56 - 0.83,blood,10024624,,Female,uM
HMDB0002789,Zeaxanthin,0.009 - 0.139 - 0.269,blood,17408529,,Male,uM
HMDB0002789,Zeaxanthin,0.22 - 0.35 - 0.48,blood,15051849,,Male,uM
HMDB0002789,Zeaxanthin,0.21 - 0.35 - 0.49,blood,15051849,,Male,uM
HMDB0002789,Zeaxanthin,0.29 - 0.52 - 0.75,blood,10024624,,Male,uM
HMDB0002789,Zeaxanthin,0 - 0.163 - 0.353,blood,17408529,,Not Specified,uM
HMDB0002789,Zeaxanthin,0.277 - 0.438 - 0.599,blood,8785214,,Female,uM
HMDB0002789,Zeaxanthin,0.224 - 0.374 - 0.524,blood,8785214,,Female,uM
HMDB0002789,Zeaxanthin,0.312 - 0.493 - 0.674,blood,8785214,,Female,uM
HMDB0002789,Zeaxanthin,0.278 - 0.399 - 0.52,blood,8785214,,Female,uM
HMDB0002789,Zeaxanthin,0.17 - 0.29 - 0.41,blood,9126539,,Both,uM
HMDB0002789,Zeaxanthin,0.25 - 0.39 - 0.53,blood,15105183,,Female,uM
HMDB0002789,Zeaxanthin,0.3 - 0.48 - 0.66,blood,15105183,,Female,uM
HMDB0002789,Zeaxanthin,310.0 - 460.0 - 610.0,blood,8030600,,Female,uM
HMDB0002789,Zeaxanthin,0.19 - 0.329 - 0.468,blood,9126539,,Both,uM
HMDB0002789,Zeaxanthin,0.173 - 0.341 - 0.509,blood,16755268,,Both,uM
HMDB0002789,Zeaxanthin,0.033 - 0.053 - 0.073,blood,16465196,,Both,uM
HMDB0002789,Zeaxanthin,0.028 - 0.068 - 0.108,blood,16465196,,Both,uM
HMDB0002789,Zeaxanthin,0.176 - 0.299 - 0.422,blood,9126539,,Both,uM
HMDB0002789,Zeaxanthin,0.207 - 0.316 - 0.425,blood,8000300,,Both,uM
HMDB0002789,Zeaxanthin,0 - 0.36 - 0.81,blood,15483635,,Both,uM
HMDB0002789,Zeaxanthin,0.215 - 0.394 - 0.573,blood,11117617,,Both,uM
HMDB0002789,Zeaxanthin,0.03 - 0.06 - 0.09,blood,1512628,,Female,uM
HMDB0002789,Zeaxanthin,0.051 - 0.085 - 0.119,blood,15054421,,Female,uM
HMDB0002789,Zeaxanthin,0.0638 - 0.113 - 0.1622,blood,18813024,,Female,uM
HMDB0002789,Zeaxanthin,0.0751 - 0.128 - 0.1809,blood,10427874,,Female,uM
HMDB0002789,Zeaxanthin,0.1299 - 0.216 - 0.3021,blood,18813024,,Female,uM
HMDB0002789,Zeaxanthin,0.18 - 0.26 - 0.34,blood,12368412,,Female,uM
HMDB0002789,Zeaxanthin,0.187 - 0.315 - 0.443,blood,9126539,,Female,uM
HMDB0002789,Zeaxanthin,0.163 - 0.328 - 0.493,blood,11522560,,Female,uM
HMDB0002789,Zeaxanthin,0.24 - 0.33 - 0.42,blood,18165856,,Female,uM
HMDB0002789,Zeaxanthin,0.2 - 0.383 - 0.566,blood,20061366,,Female,uM
HMDB0002789,Zeaxanthin,0.271 - 0.411 - 0.551,blood,8785214,,Female,uM
HMDB0002789,Zeaxanthin,0.228 - 0.432 - 0.636,blood,18813024,,Female,uM
HMDB0002789,Zeaxanthin,0.024 - 0.039 - 0.054,blood,15946415,,Male,uM
HMDB0002789,Zeaxanthin,0.038 - 0.066 - 0.094,blood,15054421,,Male,uM
HMDB0002789,Zeaxanthin,0.04 - 0.07 - 0.1,blood,1512628,,Male,uM
HMDB0002789,Zeaxanthin,0.17 - 0.24 - 0.31,blood,12368412,,Male,uM
HMDB0002789,Zeaxanthin,0.14 - 0.251 - 0.362,blood,20061366,,Male,uM
HMDB0002789,Zeaxanthin,0.146 - 0.269 - 0.392,blood,20061366,,Male,uM
