"",id,trait,note,group_name,mr,year,author,sex,pmid,population,unit,sample_size,nsnp,build,category,subcategory,ontology,ncase,consortium,ncontrol,priority,sd
"7026",ukb-b-19953,Body mass index (BMI),21001: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,461460,9851867,HG19/GRCh37,Continuous,NA,NA,,MRC-IEU,,1,
"7027",ukb-e-20487_AFR,Felt hated by family member as a child,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,930,15287282,HG19/GRCh37,Continuous,NA,NA,930,NA,0,0,
"7028",ieu-a-105,Waist circumference,Adjusted for BMI,public,1,2013,Randall JC,Females,23754948,European,SD (cm),73137,2738338,HG19/GRCh37,Risk factor,Anthropometric,NA,,GIANT,,16,12.52
"7029",ukb-d-22617_3113,Job SOC coding: Engineering technicians,NA,public,1,2018,Neale lab,Males and Females,,European,NA,91149,9366709,HG19/GRCh37,Binary,NA,NA,1043,NA,90106,0,
"7030",ukb-b-8759,Crispbread intake,101250: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64949,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"7031",finn-b-R18_HYPERHIDROSIS,Hyperhidrosis,R18_HYPERHIDROSIS,public,1,2021,NA,Males and Females,,European,NA,,16380259,HG19/GRCh37,Binary,NA,NA,406,NA,172999,0,
"7032",ebi-a-GCST90002001,CD64 on CD14- CD16-,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3622,15031257,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7033",ebi-a-GCST90001396,IgD+ CD38- B cell Absolute Count,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3656,14993920,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7034",ukb-e-5086_AFR,Cylindrical power (left),NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,3379,15536273,HG19/GRCh37,Continuous,NA,NA,3379,NA,0,0,
"7035",ubm-a-2930,DKTatlas lh entorhinal thickness,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7036",ukb-e-30020_CSA,Haemoglobin concentration,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8532,9812502,HG19/GRCh37,Continuous,NA,NA,8532,NA,0,0,
"7037",ukb-b-6798,Operative procedures - main OPCS: A52.1 Therapeutic lumbar epidural injection,41200#A521: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,2169,MRC-IEU,460841,1,
"7038",finn-b-J10_CHRONSINUSITIS,Chronic sinusitis,J10_CHRONSINUSITIS,public,1,2021,NA,Males and Females,,European,NA,,16380288,HG19/GRCh37,Binary,NA,NA,8524,NA,167849,0,
"7039",ukb-e-24012_EAS,Inverse distance to the nearest major road,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2625,8260777,HG19/GRCh37,Continuous,NA,NA,2625,NA,0,0,
"7040",ukb-e-4104_AFR,"Heel quantitative ultrasound index (QUI), direct entry (left)",NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,3547,15535922,HG19/GRCh37,Continuous,NA,NA,3547,NA,0,0,
"7041",ebi-a-GCST90011339,G_Porphyromonadaceae abundance,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5499670,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7042",ukb-b-19585,Duration to entering value,20230: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,113410,9851867,HG19/GRCh37,Continuous,NA,NA,,MRC-IEU,,1,
"7043",ubm-a-54,IDP T1 FAST ROIs L inf temp gyrus post,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8427,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7044",ebi-a-GCST90010107,Bone morphogenetic protein 6 levels,NA,public,1,2020,Gilly A,NA,33303764,European,NA,1214,18018707,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7045",ukb-b-19498,Bran cereal intake,100840: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64949,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"7046",ukb-e-30060_CSA,Mean corpuscular haemoglobin concentration,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8532,9812502,HG19/GRCh37,Continuous,NA,NA,8532,NA,0,0,
"7047",ukb-e-20111_p14_CSA,Illnesses of siblings,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,7401,9813380,HG19/GRCh37,Binary,NA,NA,2259,NA,5142,0,
"7048",finn-b-G6_MONOPLE,Monoplegia,G6_MONOPLE,public,1,2021,NA,Males and Females,,European,NA,,16380462,HG19/GRCh37,Binary,NA,NA,183,NA,216992,0,
"7049",ukb-b-18843,Diagnoses - secondary ICD10: C61 Malignant neoplasm of prostate,41204#C61: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1309,MRC-IEU,461701,1,
"7050",ukb-b-15338,PCT where patients GP was registered: HARTLEPOOL PCT,41230#5D9: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1139,MRC-IEU,461871,1,
"7051",ukb-e-6179_p3_EAS,Mineral and other dietary supplements,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2620,8254150,HG19/GRCh37,Binary,NA,NA,502,NA,2118,0,
"7052",ubm-a-2345,NET100 1189,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7053",ukb-b-8092,"Diagnoses - secondary ICD10: Z92.4 Personal history of major surgery, not elsewhere classified",41204#Z924: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1039,MRC-IEU,461971,1,
"7054",finn-b-L12_FACTITIALDERMAT,Factitial dermatitis,L12_FACTITIALDERMAT,public,1,2021,NA,Males and Females,,European,NA,,16380442,HG19/GRCh37,Binary,NA,NA,85,NA,207482,0,
"7055",ukb-e-3731_AFR,Former alcohol drinker,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,1355,15389323,HG19/GRCh37,Binary,NA,NA,344,NA,1011,0,
"7056",ubm-a-383,IDP dMRI TBSS L1 Superior fronto-occipital fasciculus L,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7057",ukb-e-recode371_MID,NA,NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1599,11837101,HG19/GRCh37,Binary,NA,NA,318,NA,1281,0,
"7058",ebi-a-GCST90007311,circulating leptin levels,NA,public,1,2020,Yaghootkar H,NA,32917775,European,NA,21921,183989,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7059",finn-b-ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_KNEE,"Dislocation, sprain and strain of joints and ligaments of knee",ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_KNEE,public,1,2021,NA,Males and Females,,European,NA,,16380422,HG19/GRCh37,Binary,NA,NA,12126,NA,191178,0,
"7060",finn-b-CD2_BENIGN_FEMALE_GEN_OTH,Benign neoplasm of other and unspecified female genital organs,CD2_BENIGN_FEMALE_GEN_OTH,public,1,2021,NA,Males and Females,,European,NA,,16379784,HG19/GRCh37,Binary,NA,NA,662,NA,122917,0,
"7061",ukb-b-19294,"Delivery methods: Ventouse, vacuum extraction",41221#4: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,10487,9851867,HG19/GRCh37,Binary,NA,NA,1044,MRC-IEU,9443,1,
"7062",ukb-b-10056,PCT responsible for patient data: NORTH TYNESIDE PCT,41229#5D8: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,3701,MRC-IEU,459309,1,
"7063",ubm-a-1749,NET100 0593,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7064",finn-b-AB1_POLIOMYELITIS,Acute poliomyelitis,AB1_POLIOMYELITIS,public,1,2021,NA,Males and Females,,European,NA,,16380460,HG19/GRCh37,Binary,NA,NA,230,NA,217637,0,
"7065",ukb-e-4294_p1_AFR,Final attempt correct,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,3787,15540184,HG19/GRCh37,Binary,NA,NA,541,NA,3246,0,
"7066",ubm-a-1257,NET100 0101,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7067",finn-b-AB1_CHLAMYDIA_OTHER,Other sexually transmitted chlamydial diseases,AB1_CHLAMYDIA_OTHER,public,1,2021,NA,Males and Females,,European,NA,,16380455,HG19/GRCh37,Binary,NA,NA,1032,NA,212952,0,
"7068",ebi-a-GCST007429,Lung function (FVC),NA,public,1,2019,Shrine N,NA,30804560,European,NA,321047,19676344,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7069",finn-b-I9_CARDMYO_EXNONE,Cardiomyopathy (no controls excluded),I9_CARDMYO_EXNONE,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,3100,NA,215692,0,
"7070",ebi-a-GCST90017082,Gut microbiota abundance (unknown genus id.2001),NA,public,1,2021,Kurilshikov A,NA,33462485,European,NA,14306,5485285,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7071",ebi-a-GCST90012025,Interleukin-6 receptor subunit alpha levels,NA,public,1,2020,Folkersen L,NA,33067605,European,NA,21758,13137746,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7072",ukb-b-16311,Interval between previous point and current one in alphanumeric path (trail #2),20155: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,105451,9851867,HG19/GRCh37,Continuous,NA,NA,,MRC-IEU,,1,
"7073",finn-b-CD2_BENIGN_MELANOCYTIC_EXALLC,Melanocytic naevi (all cancers excluded),CD2_BENIGN_MELANOCYTIC_EXALLC,public,1,2021,NA,Males and Females,,European,NA,,16380339,HG19/GRCh37,Binary,NA,NA,4035,NA,178083,0,
"7074",finn-b-K11_GJULC,Gastrojejunal ulcer,K11_GJULC,public,1,2021,NA,Males and Females,,European,NA,,16380372,HG19/GRCh37,Binary,NA,NA,141,NA,189695,0,
"7075",ukb-a-39,Maternal smoking around birth,NA,public,1,2017,Neale,Males and Females,,European,SD,289727,10894596,HG19/GRCh37,NA,NA,NA,88601,Neale Lab,201126,1,
"7076",finn-b-O15_GESTAT_HYPERT,Gestational [pregnancy-induced] hypertension,O15_GESTAT_HYPERT,public,1,2021,NA,Males and Females,,European,NA,,16379648,HG19/GRCh37,Binary,NA,NA,4255,NA,114735,0,
"7077",finn-b-G6_BELLPA,Bell's palsy,G6_BELLPA,public,1,2021,NA,Males and Females,,European,NA,,16380413,HG19/GRCh37,Binary,NA,NA,1740,NA,195047,0,
"7078",ubm-a-1931,NET100 0775,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7079",ubm-a-1173,NET100 0017,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7080",finn-b-I9_OTHINTRACRA,Other intracranial haemorrhages,I9_OTHINTRACRA,public,1,2021,NA,Males and Females,,European,NA,,16380403,HG19/GRCh37,Binary,NA,NA,331,NA,203068,0,
"7081",ukb-e-49_EAS,Hip circumference,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2698,8259096,HG19/GRCh37,Continuous,NA,NA,2698,NA,0,0,
"7082",ukb-e-41246_p29_AFR,Treatment speciality of consultant (recoded),NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6530,15524004,HG19/GRCh37,Binary,NA,NA,1836,NA,4694,0,
"7083",ukb-e-6160_p3_CSA,Leisure/social activities,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8478,9808919,HG19/GRCh37,Binary,NA,NA,829,NA,7649,0,
"7084",ubm-a-2700,volume lhCerebralWhiteMatterVol,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7085",ubm-a-1958,NET100 0802,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7086",ukb-a-573,Diagnoses - main ICD10: N19 Unspecified renal failure,NA,public,1,2017,Neale,Males and Females,,European,SD,337199,10894596,HG19/GRCh37,NA,NA,NA,126,Neale Lab,337073,1,
"7087",ukb-b-16240,Operative procedures - main OPCS: W40.1 Primary total prosthetic replacement of knee joint using cement,41200#W401: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,5194,MRC-IEU,457816,1,
"7088",ebi-a-GCST90012043,Membrane-bound aminopeptidase P levels,NA,public,1,2020,Folkersen L,NA,33067605,European,NA,21758,8794980,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7089",ebi-a-GCST90010189,CD166 antigen levels,NA,public,1,2020,Gilly A,NA,33303764,European,NA,1323,18221903,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7090",finn-b-N14_CYSTKID,Cyst of kidney,N14_CYSTKID,public,1,2021,NA,Males and Females,,European,NA,,16380463,HG19/GRCh37,Binary,NA,NA,739,NA,217185,0,
"7091",ebi-a-GCST90011729,TestASV_8 (Bacteroides) prevalence,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5438111,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7092",ukb-a-516,Duration walking for pleasure,NA,public,1,2017,Neale,Males and Females,,European,SD,240788,10894596,HG19/GRCh37,NA,NA,NA,,Neale Lab,,1,
"7093",ukb-b-10167,Operation code: vasectomy,20004#1218: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,11330,MRC-IEU,451603,1,
"7094",ukb-e-20004_p172_CSA,Operation code,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8849,9718307,HG19/GRCh37,Binary,NA,NA,229,NA,8620,0,
"7095",finn-b-M13_RHEUMA_INCLAVO,Rheumatoid arthritis (M13_RHEUMA_INCLAVO),M13_RHEUMA_INCLAVO,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,6329,NA,212463,0,
"7096",ubm-a-1023,NET25 0077,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7097",ukb-b-12246,Operative procedures - secondary OPCS: G45.9 Unspecified diagnostic fibreoptic endoscopic examination of upper gastrointestinal tract,41210#G459: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1190,MRC-IEU,461820,1,
"7098",ukb-e-6155_p5_CSA,Vitamin and mineral supplements,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8494,9810131,HG19/GRCh37,Binary,NA,NA,645,NA,7849,0,
"7099",ebi-a-GCST90010262,ST2 protein levels,NA,public,1,2020,Gilly A,NA,33303764,European,NA,1323,18221903,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7100",ebi-a-GCST90011793,Ara-C drug response (AUC),NA,public,1,2021,Mulford AJ,NA,33575800,Sub-Saharan African,NA,177,9525745,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7101",ukb-e-6149_p4_EAS,Mouth/teeth dental problems,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2614,8273619,HG19/GRCh37,Binary,NA,NA,434,NA,2180,0,
"7102",ukb-e-30500_AFR,Microalbumin in urine,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,3036,15523141,HG19/GRCh37,Continuous,NA,NA,3036,NA,0,0,
"7103",ukb-e-34_EAS,Year of birth,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2709,8257695,HG19/GRCh37,Continuous,NA,NA,2709,NA,0,0,
"7104",ukb-e-100580_CSA,Alcohol consumed,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,1469,9778795,HG19/GRCh37,Binary,NA,NA,340,NA,1129,0,
"7105",ukb-b-2963,Treatment/medication code: propranolol,20003#1140879842: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,3060,MRC-IEU,459873,1,
"7106",ukb-e-30300_EAS,High light scatter reticulocyte count,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2582,8261205,HG19/GRCh37,Continuous,NA,NA,2582,NA,0,0,
"7107",ebi-a-GCST90012018,Macrophage colony-stimulating factor 1 levels,NA,public,1,2020,Folkersen L,NA,33067605,European,NA,21758,12717864,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7108",ubm-a-379,IDP dMRI TBSS L1 Fornix cres+Stria terminalis L,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7109",ebi-a-GCST90007323,circulating leptin levels adjusted for BMI,NA,public,1,2020,Yaghootkar H,NA,32917775,European,NA,21883,183960,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7110",ukb-e-DBP_p3_AFR,"Diastolic blood pressure, combined automated + manual reading, adjusted by medication",NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6408,15531621,HG19/GRCh37,Continuous,NA,NA,6408,NA,0,0,
"7111",ukb-a-62,Non-cancer illness code  self-reported: angina,NA,public,1,2017,Neale,Males and Females,,European,SD,337159,10894596,HG19/GRCh37,NA,NA,NA,10612,Neale Lab,326547,1,
"7112",ubm-a-2954,DKTatlas lh superiortemporal thickness,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7113",ukb-b-17085,Operative procedures - secondary OPCS: Z48.1 Skin of scalp,41210#Z481: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,2578,MRC-IEU,460432,1,
"7114",ebi-a-GCST90020167,Executive function (verbal digit span backwards test) x time interaction,NA,public,1,2021,Wendel B,NA,34247186,European,NA,1297,7313508,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7115",ubm-a-1929,NET100 0773,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7116",ukb-e-1468_p4_MID,Cereal type,NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1057,11551813,HG19/GRCh37,Binary,NA,NA,213,NA,844,0,
"7117",ukb-e-2764_CSA,Age at last live birth,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,2888,9812882,HG19/GRCh37,Continuous,NA,NA,2888,NA,0,0,
"7118",finn-b-HYPOTHY_PURCHASE,Hypothyroidism and >3 levothyroxin purchases,HYPOTHY_PURCHASE,public,1,2021,NA,Males and Females,,European,NA,,16378418,HG19/GRCh37,Binary,NA,NA,26064,NA,59912,0,
"7119",ubm-a-1367,NET100 0211,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7120",ebi-a-GCST90010314,Peptidyl-prolyl cis-trans isomerase FKBP4 levels,NA,public,1,2020,Gilly A,NA,33303764,European,NA,1120,17722837,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7121",ukb-e-20010_EAS,Interpolated Year when operation took place,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,1591,8310224,HG19/GRCh37,Continuous,NA,NA,1591,NA,0,0,
"7122",ukb-b-11241,"Non-cancer illness code, self-reported: back pain",20002#1534: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,2495,MRC-IEU,460438,1,
"7123",ubm-a-1006,NET25 0060,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7124",ukb-b-17612,"Heel bone ultrasound T-score, manual entry",77: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,40613,9851867,HG19/GRCh37,Continuous,NA,NA,,MRC-IEU,,1,
"7125",ubm-a-1818,NET100 0662,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7126",ukb-d-30897_irnt,Estimated sample dilution factor,NA,public,1,2018,Neale lab,Males and Females,,European,NA,,13585996,HG19/GRCh37,Metabolites,NA,NA,,NA,,0,
"7127",ukb-b-10250,Cylindrical power (right),5087: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,99380,9851867,HG19/GRCh37,Continuous,NA,NA,,MRC-IEU,,1,
"7128",bbj-a-12,Basophil count,NA,public,1,2019,Ishigaki K,Males and Females,29403010,East Asian,NA,62076,6108953,HG19/GRCh37,Continuous,NA,NA,,NA,,0,
"7129",finn-b-O15_MEMBR_PREMAT_RUPT,Premature rupture of membranes,O15_MEMBR_PREMAT_RUPT,public,1,2021,NA,Males and Females,,European,NA,,16379429,HG19/GRCh37,Binary,NA,NA,3011,NA,104247,0,
"7130",finn-b-F5_PTSD,Post-traumatic stress disorder,F5_PTSD,public,1,2021,NA,Males and Females,,European,NA,,16380382,HG19/GRCh37,Binary,NA,NA,1103,NA,198110,0,
"7131",ukb-b-5316,"Non-cancer illness code, self-reported: other joint disorder",20002#1467: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,2881,MRC-IEU,460052,1,
"7132",ukb-b-11138,Vitamin and/or mineral supplement use: Fish oil,20084#472: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64949,9851867,HG19/GRCh37,Binary,NA,NA,15526,MRC-IEU,49423,1,
"7133",ebi-a-GCST90002342,Monocyte count,NA,public,1,2020,Chen MH,NA,32888493,Hispanic or Latin American,NA,7543,25524527,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7134",ukb-d-5855_3,Which eye(s) affected by astigmatism: Both eyes,NA,public,1,2018,Neale lab,Males and Females,,European,NA,9749,12563509,HG19/GRCh37,Binary,NA,NA,6704,NA,3045,0,
"7135",ukb-b-4579,Diagnoses - secondary ICD10: R94.5 Abnormal results of liver function studies,41204#R945: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1802,MRC-IEU,461208,1,
"7136",finn-b-M13_SHOULDER,Shoulder lesions,M13_SHOULDER,public,1,2021,NA,Males and Females,,European,NA,,16380382,HG19/GRCh37,Binary,NA,NA,18197,NA,167641,0,
"7137",ubm-a-2569,NET100 1413,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7138",ukb-d-20471,Ever seen an un-real vision,NA,public,1,2018,Neale lab,Males and Females,,European,NA,116787,11546760,HG19/GRCh37,Binary,NA,NA,3768,NA,113019,0,
"7139",ubm-a-2859,a2009s rh G&S cingul-Mid-Ant area,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7140",ubm-a-2,IDP T1 SIENAX peripheral grey unnormalised volume,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8428,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7141",ebi-a-GCST006908,Ischemic stroke,NA,public,1,2018,Malik R,NA,29531354,European,logOR,440328,8296492,HG19/GRCh37,NA,NA,NA,34217,NA,406111,0,
"7142",ukb-b-1316,"Type of cancer: ICD10: C64 Malignant neoplasm of kidney, except renal pelvis",40006#C64: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1114,MRC-IEU,461896,1,
"7143",ubm-a-2789,a2009s lh Pole temporal area,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7144",ukb-e-3526_EAS,Mother's age at death,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,1129,8304274,HG19/GRCh37,Continuous,NA,NA,1129,NA,0,0,
"7145",finn-b-AB1_VIRAL_INOTHER,Viral agents as the cause of diseases classified to other chapters,AB1_VIRAL_INOTHER,public,1,2021,NA,Males and Females,,European,NA,,16380461,HG19/GRCh37,Binary,NA,NA,268,NA,217365,0,
"7146",ebi-a-GCST90001574,Terminally Differentiated CD4-CD8- T cell %T cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3427,15141588,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7147",ubm-a-2557,NET100 1401,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"7148",ebi-a-GCST90001497,CD39+ secreting CD4 regulatory T cell %CD4 regulatory T cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3437,15144196,HG19/GRCh37,NA,NA,NA,,NA,,0,
"7149",ukb-a-91,Non-cancer illness code  self-reported: uterine fibroids,NA,public,1,2017,Neale,Males and Females,,European,SD,337159,10894596,HG19/GRCh37,NA,NA,NA,5168,Neale Lab,331991,1,
"7150",ukb-d-5327_0,Ever had laser treatment for glaucoma or high eye pressure: No,NA,public,1,2018,Neale lab,Males and Females,,European,NA,5788,12244365,HG19/GRCh37,Binary,NA,NA,5597,NA,191,0,
